gen,primary_type,secondary_type,percent_male,percent_female,height_m,weight_kg,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychict,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,num_abilities,evo_length,has_mega_evolution,has_gigantamax,rarity
3.0,water,grass,50.2,49.8,0.5,2.6,255.0,3840.0,40.0,30.0,30.0,40.0,50.0,30.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,3.0,5.0,0.0,0.0,0.0
3.0,water,grass,50.2,49.8,1.2,32.5,120.0,3840.0,60.0,50.0,50.0,60.0,70.0,50.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,3.0,5.0,0.0,0.0,0.0
3.0,water,grass,50.2,49.8,1.5,55.0,45.0,3840.0,80.0,70.0,70.0,90.0,100.0,70.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,3.0,5.0,0.0,0.0,0.0
3.0,grass,No secondary type,50.2,49.8,0.5,4.0,255.0,3840.0,40.0,40.0,50.0,30.0,30.0,30.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0
3.0,grass,dark,50.2,49.8,1.0,28.0,120.0,3840.0,70.0,70.0,40.0,60.0,40.0,60.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,3.0,5.0,0.0,0.0,0.0
3.0,grass,dark,50.2,49.8,1.3,59.6,45.0,3840.0,90.0,100.0,60.0,90.0,60.0,80.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,3.0,5.0,0.0,0.0,0.0
3.0,normal,flying,50.0,50.0,0.3,2.3,200.0,3840.0,40.0,55.0,30.0,30.0,30.0,85.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0
3.0,normal,flying,50.0,50.0,0.7,19.8,45.0,3840.0,60.0,85.0,60.0,75.0,50.0,125.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0
3.0,water,flying,50.2,49.8,0.6,9.5,190.0,5120.0,40.0,30.0,30.0,55.0,30.0,85.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,3.0,3.0,0.0,0.0,0.0
3.0,water,flying,50.2,49.8,1.2,28.0,45.0,5120.0,60.0,50.0,100.0,95.0,70.0,65.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,3.0,3.0,0.0,0.0,0.0
3.0,psychic,fairy,50.2,49.8,0.4,6.6,235.0,5120.0,28.0,25.0,25.0,45.0,35.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,3.0,7.0,0.0,0.0,0.0
3.0,psychic,fairy,50.2,49.8,0.8,20.2,120.0,5120.0,38.0,35.0,35.0,65.0,55.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,3.0,7.0,0.0,0.0,0.0
3.0,psychic,fairy,50.2,49.8,1.6,48.4,45.0,5120.0,68.0,65.0,65.0,125.0,115.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,3.0,5.0,1.0,0.0,0.0
3.0,bug,water,50.0,50.0,0.5,1.7,200.0,3840.0,40.0,30.0,32.0,50.0,52.0,65.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,2.0,3.0,0.0,0.0,0.0
3.0,bug,flying,50.0,50.0,0.8,3.6,75.0,3840.0,70.0,60.0,62.0,100.0,82.0,80.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0
3.0,grass,No secondary type,50.0,50.0,0.4,4.5,255.0,3840.0,60.0,40.0,60.0,40.0,60.0,35.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0
3.0,grass,fighting,50.0,50.0,1.2,39.2,90.0,3840.0,60.0,130.0,80.0,60.0,60.0,70.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,3.0,3.0,0.0,0.0,0.0
3.0,normal,No secondary type,50.0,50.0,0.8,24.0,255.0,3840.0,60.0,60.0,60.0,35.0,35.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0
3.0,normal,No secondary type,50.0,50.0,1.4,46.5,120.0,3840.0,80.0,80.0,80.0,55.0,55.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0
3.0,normal,No secondary type,50.0,50.0,2.0,130.5,45.0,3840.0,150.0,160.0,100.0,95.0,65.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0
3.0,bug,ground,50.2,49.8,0.5,5.5,255.0,3840.0,31.0,45.0,90.0,30.0,30.0,40.0,1.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0
3.0,bug,flying,50.2,49.8,0.8,12.0,120.0,3840.0,61.0,90.0,45.0,50.0,50.0,160.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0
3.0,bug,ghost,0.0,0.0,0.8,1.2,45.0,3840.0,1.0,90.0,45.0,30.0,30.0,40.0,0.0,2.0,1.0,1.0,0.5,1.0,0.0,0.5,0.5,2.0,1.0,0.5,2.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0
3.0,normal,No secondary type,50.2,49.8,0.6,16.3,190.0,5120.0,64.0,51.0,23.0,51.0,23.0,28.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0
3.0,normal,No secondary type,50.2,49.8,1.0,40.5,120.0,5120.0,84.0,71.0,43.0,71.0,43.0,48.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0
3.0,normal,No secondary type,50.2,49.8,1.5,84.0,45.0,5120.0,104.0,91.0,63.0,91.0,73.0,68.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0
3.0,fighting,No secondary type,75.4,24.6,1.0,86.4,180.0,5120.0,72.0,60.0,30.0,20.0,30.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,3.0,3.0,0.0,0.0,0.0
3.0,fighting,No secondary type,75.4,24.6,2.3,253.8,200.0,5120.0,144.0,120.0,60.0,40.0,60.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,3.0,3.0,0.0,0.0,0.0
3.0,normal,fairy,24.9,75.1,0.2,2.0,150.0,2560.0,50.0,20.0,40.0,20.0,40.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0,3.0,5.0,0.0,0.0,0.0
3.0,rock,No secondary type,50.0,50.0,1.0,97.0,255.0,5120.0,30.0,45.0,135.0,45.0,90.0,30.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0
3.0,normal,No secondary type,24.6,75.4,0.6,11.0,255.0,3840.0,50.0,45.0,45.0,35.0,35.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0
3.0,normal,No secondary type,24.6,75.4,1.1,32.6,60.0,3840.0,70.0,65.0,65.0,55.0,55.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0
3.0,dark,ghost,50.2,49.8,0.5,11.0,45.0,6400.0,50.0,75.0,75.0,65.0,65.0,50.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0
3.0,steel,fairy,50.2,49.8,0.6,11.5,45.0,5120.0,50.0,85.0,85.0,55.0,55.0,50.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5,3.0,1.0,1.0,0.0,0.0
3.0,steel,rock,50.2,49.8,0.4,60.0,180.0,8960.0,50.0,70.0,100.0,40.0,40.0,30.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,3.0,5.0,0.0,0.0,0.0
3.0,steel,rock,50.2,49.8,0.9,120.0,90.0,8960.0,60.0,90.0,140.0,50.0,50.0,40.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,3.0,5.0,0.0,0.0,0.0
3.0,steel,rock,50.2,49.8,2.1,360.0,45.0,8960.0,70.0,110.0,180.0,60.0,60.0,50.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,3.0,5.0,1.0,0.0,0.0
3.0,fighting,psychic,50.0,50.0,0.6,11.2,180.0,5120.0,30.0,40.0,55.0,40.0,55.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0
3.0,fighting,psychic,50.0,50.0,1.3,31.5,90.0,5120.0,60.0,60.0,75.0,60.0,75.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0
3.0,electric,No secondary type,50.2,49.8,0.6,15.2,120.0,5120.0,40.0,45.0,40.0,65.0,40.0,65.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3.0,3.0,0.0,0.0,0.0
3.0,electric,No secondary type,50.2,49.8,1.5,40.2,45.0,5120.0,70.0,75.0,60.0,105.0,60.0,105.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3.0,3.0,1.0,0.0,0.0
3.0,electric,No secondary type,50.0,50.0,0.4,4.2,200.0,5120.0,60.0,50.0,40.0,85.0,75.0,95.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.0,0.0,0.0
3.0,electric,No secondary type,50.0,50.0,0.4,4.2,200.0,5120.0,60.0,40.0,50.0,75.0,85.0,95.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.0,0.0,0.0
3.0,bug,No secondary type,100.0,0.0,0.7,17.7,150.0,3840.0,65.0,73.0,75.0,47.0,85.0,85.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0
3.0,bug,No secondary type,0.0,100.0,0.6,17.7,150.0,3840.0,65.0,47.0,75.0,73.0,85.0,85.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0
3.0,grass,poison,50.2,49.8,0.3,2.0,150.0,5120.0,50.0,60.0,45.0,100.0,80.0,65.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,3.0,5.0,0.0,0.0,0.0
3.0,poison,No secondary type,50.0,50.0,0.4,10.3,225.0,5120.0,70.0,43.0,53.0,43.0,53.0,40.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,3.0,3.0,0.0,0.0,0.0
3.0,poison,No secondary type,50.0,50.0,1.7,80.0,75.0,5120.0,100.0,73.0,83.0,73.0,83.0,55.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,3.0,3.0,0.0,0.0,0.0
3.0,water,dark,50.2,49.8,0.8,20.8,225.0,5120.0,45.0,90.0,20.0,65.0,20.0,65.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,3.0,0.0,0.0,0.0
3.0,water,dark,50.2,49.8,1.8,88.8,60.0,5120.0,70.0,120.0,40.0,95.0,40.0,95.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,3.0,1.0,0.0,0.0
3.0,water,No secondary type,50.2,49.8,2.0,130.0,125.0,10240.0,130.0,70.0,35.0,70.0,35.0,60.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3.0,3.0,0.0,0.0,0.0
3.0,water,No secondary type,50.2,49.8,14.5,398.0,60.0,10240.0,170.0,90.0,45.0,90.0,45.0,60.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3.0,3.0,0.0,0.0,0.0
3.0,fire,ground,50.0,50.0,0.7,24.0,255.0,5120.0,60.0,60.0,40.0,65.0,45.0,35.0,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,3.0,3.0,0.0,0.0,0.0
3.0,fire,ground,50.0,50.0,1.9,220.0,150.0,5120.0,70.0,100.0,70.0,105.0,75.0,40.0,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,3.0,3.0,1.0,0.0,0.0
3.0,fire,No secondary type,50.2,49.8,0.5,80.4,90.0,5120.0,70.0,85.0,140.0,85.0,70.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,3.0,1.0,0.0,0.0,0.0
3.0,psychic,No secondary type,50.0,50.0,0.7,30.6,255.0,5120.0,60.0,25.0,35.0,70.0,80.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0
3.0,psychic,No secondary type,50.0,50.0,0.9,71.5,60.0,5120.0,80.0,45.0,65.0,90.0,110.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0
3.0,normal,No secondary type,50.0,50.0,1.1,5.0,255.0,3840.0,60.0,60.0,60.0,60.0,60.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0
3.0,ground,No secondary type,50.2,49.8,0.7,15.0,255.0,5120.0,45.0,100.0,45.0,45.0,45.0,10.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0
3.0,ground,dragon,50.2,49.8,1.1,15.3,120.0,5120.0,50.0,70.0,50.0,50.0,50.0,70.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0
3.0,ground,dragon,50.2,49.8,2.0,82.0,45.0,5120.0,80.0,100.0,80.0,80.0,80.0,100.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0
3.0,grass,No secondary type,50.0,50.0,0.4,51.3,190.0,5120.0,50.0,85.0,40.0,85.0,40.0,35.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0
3.0,grass,dark,50.0,50.0,1.3,77.4,60.0,5120.0,70.0,115.0,60.0,115.0,60.0,55.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,2.0,3.0,0.0,0.0,0.0
3.0,normal,flying,50.2,49.8,0.4,1.2,255.0,5120.0,45.0,40.0,60.0,40.0,75.0,50.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0
3.0,dragon,flying,50.2,49.8,1.1,20.6,45.0,5120.0,75.0,70.0,90.0,70.0,105.0,80.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0
3.0,normal,No secondary type,50.0,50.0,1.3,40.3,90.0,5120.0,73.0,115.0,60.0,60.0,60.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
3.0,poison,No secondary type,50.0,50.0,2.7,52.5,90.0,5120.0,73.0,100.0,60.0,100.0,60.0,65.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,0.0,0.0
3.0,rock,psychic,0.0,0.0,1.0,168.0,45.0,6400.0,90.0,55.0,65.0,95.0,85.0,70.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0
3.0,rock,psychic,0.0,0.0,1.2,154.0,45.0,6400.0,90.0,95.0,85.0,55.0,65.0,70.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0
3.0,water,ground,50.2,49.8,0.4,1.9,190.0,5120.0,50.0,48.0,43.0,46.0,41.0,60.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,3.0,3.0,0.0,0.0,0.0
3.0,water,ground,50.2,49.8,0.9,23.6,75.0,5120.0,110.0,78.0,73.0,76.0,71.0,60.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,3.0,3.0,0.0,0.0,0.0
3.0,water,No secondary type,50.2,49.8,0.6,11.5,205.0,3840.0,43.0,80.0,65.0,50.0,35.0,35.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3.0,3.0,0.0,0.0,0.0
3.0,water,dark,50.2,49.8,1.1,32.8,155.0,3840.0,63.0,120.0,85.0,90.0,55.0,55.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,3.0,3.0,0.0,0.0,0.0
3.0,ground,psychic,0.0,0.0,0.5,21.5,255.0,5120.0,40.0,40.0,55.0,40.0,70.0,55.0,1.0,1.0,2.0,0.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0
3.0,ground,psychic,0.0,0.0,1.5,108.0,90.0,5120.0,60.0,70.0,105.0,70.0,120.0,75.0,1.0,1.0,2.0,0.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0
3.0,rock,grass,88.14,11.86,1.0,23.8,45.0,7680.0,66.0,41.0,77.0,61.0,87.0,23.0,0.5,1.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0
3.0,rock,grass,88.14,11.86,1.5,60.4,45.0,7680.0,86.0,81.0,97.0,81.0,107.0,43.0,0.5,1.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0
3.0,rock,bug,88.14,11.86,0.7,12.5,45.0,7680.0,45.0,95.0,50.0,40.0,50.0,75.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0
3.0,rock,bug,88.14,11.86,1.5,68.2,45.0,7680.0,75.0,125.0,100.0,70.0,80.0,45.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0
3.0,water,No secondary type,50.2,49.8,0.6,7.4,255.0,5120.0,20.0,15.0,20.0,10.0,55.0,80.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3.0,3.0,0.0,0.0,0.0
3.0,water,No secondary type,50.2,49.8,6.2,162.0,60.0,5120.0,95.0,60.0,79.0,100.0,125.0,81.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3.0,3.0,0.0,0.0,0.0
3.0,normal,fire,50.0,50.0,0.3,0.8,45.0,6400.0,70.0,70.0,70.0,70.0,70.0,70.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
3.0,normal,No secondary type,50.0,50.0,1.0,22.0,200.0,5120.0,60.0,90.0,70.0,60.0,120.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
3.0,ghost,No secondary type,50.0,50.0,0.6,2.3,225.0,6400.0,44.0,75.0,35.0,63.0,33.0,45.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0
3.0,ghost,No secondary type,50.0,50.0,1.1,12.5,45.0,6400.0,64.0,115.0,65.0,83.0,63.0,65.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0
3.0,ghost,No secondary type,50.2,49.8,0.8,15.0,190.0,6400.0,20.0,40.0,90.0,30.0,90.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0
3.0,ghost,No secondary type,50.2,49.8,1.6,30.6,90.0,6400.0,40.0,70.0,130.0,60.0,130.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0
3.0,grass,flying,50.0,50.0,2.0,100.0,200.0,6400.0,99.0,68.0,83.0,72.0,87.0,51.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0
3.0,psychic,No secondary type,50.0,50.0,0.6,1.0,45.0,6400.0,75.0,50.0,80.0,95.0,90.0,65.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0
3.0,dark,No secondary type,50.2,49.8,1.2,47.0,30.0,6400.0,65.0,130.0,60.0,75.0,60.0,75.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,3.0,1.0,1.0,0.0,0.0
